experiment,choice,count,share
hebart2023things/exp1.csv,stamp,5037,0.0010718937001506653
hebart2023things/exp1.csv,mold,4848,0.001031673745946084
hebart2023things/exp1.csv,file,4838,0.0010295457060410798
hebart2023things/exp1.csv,straw,4771,0.001015287838677551
hebart2023things/exp1.csv,screen,4755,0.001011882974829544
hebart2023things/exp1.csv,punch,4727,0.001005924463095532
hebart2023things/exp1.csv,walker,4639,0.0009871977119314942
hebart2023things/exp1.csv,bracelet,4569,0.000972301432596464
hebart2023things/exp1.csv,pipe,4367,0.0009293150265153772
hebart2023things/exp1.csv,juicer,4269,0.0009084602354463351
hebart2023things/exp1.csv,camera,4231,0.0009003736838073187
hebart2023things/exp1.csv,button,4117,0.0008761140288902697
hebart2023things/exp1.csv,stove,4104,0.0008733475770137641
hebart2023things/exp1.csv,clipper,4092,0.000870793929127759
hebart2023things/exp1.csv,hook,4071,0.00086632504532725
hebart2023things/exp1.csv,tiger,3956,0.0008418525864197006
hebart2023things/exp1.csv,meerkat,3936,0.0008375965066096919
hebart2023things/exp1.csv,cougar,3906,0.0008312123868946791
hebart2023things/exp1.csv,wolf,3897,0.0008292971509801752
hebart2023things/exp1.csv,ferret,3847,0.0008186569514551537
hebart2023things/exp1.csv,panther,3838,0.0008167417155406498
hebart2023things/exp1.csv,mongoose,3787,0.0008058887120251279
hebart2023things/exp1.csv,possum,3786,0.0008056759080346275
hebart2023things/exp1.csv,mole,3751,0.0007982277683671124
hebart2023things/exp1.csv,boar,3738,0.0007954613164906069
hebart2023things/exp1.csv,coyote,3722,0.0007920564526425999
hebart2023things/exp1.csv,hyena,3721,0.0007918436486520996
hebart2023things/exp1.csv,otter,3720,0.0007916308446615991
hebart2023things/exp1.csv,seal,3715,0.0007905668247090969
hebart2023things/exp1.csv,skunk,3703,0.0007880131768230918
hebart2023things/exp1.csv,raccoon,3688,0.0007848211169655853
hebart2023things/exp1.csv,goat,3679,0.0007829058810510815
hebart2023things/exp1.csv,lion,3678,0.000782693077060581
hebart2023things/exp1.csv,whale,3665,0.0007799266251840754
hebart2023things/exp1.csv,lava,3662,0.0007792882132125742
hebart2023things/exp1.csv,cat,3662,0.0007792882132125742
hebart2023things/exp1.csv,cheetah,3651,0.0007769473693170694
hebart2023things/exp1.csv,aardvark,3648,0.0007763089573455681
hebart2023things/exp1.csv,gorilla,3641,0.0007748193294120652
hebart2023things/exp1.csv,badger,3641,0.0007748193294120652
hebart2023things/exp1.csv,tick,3638,0.0007741809174405638
hebart2023things/exp1.csv,navel,3638,0.0007741809174405638
hebart2023things/exp1.csv,ant,3637,0.0007739681134500635
hebart2023things/exp1.csv,kitten,3626,0.0007716272695545587
hebart2023things/exp1.csv,orangutan,3617,0.0007697120336400548
hebart2023things/exp1.csv,monkey,3617,0.0007697120336400548
hebart2023things/exp1.csv,hippopotamus,3614,0.0007690736216685535
hebart2023things/exp1.csv,chihuahua,3612,0.0007686480136875526
hebart2023things/exp1.csv,bison,3610,0.0007682224057065518
hebart2023things/exp1.csv,fox,3602,0.0007665199737825484
hebart2023things/exp1.csv,squirrel,3600,0.0007660943658015475
hebart2023things/exp1.csv,rhinoceros,3596,0.0007652431498395458
hebart2023things/exp1.csv,rat,3591,0.0007641791298870436
hebart2023things/exp1.csv,leopard,3589,0.0007637535219060427
hebart2023things/exp1.csv,cockroach,3583,0.0007624766979630402
hebart2023things/exp1.csv,panda,3576,0.0007609870700295372
hebart2023things/exp1.csv,walrus,3570,0.0007597102460865346
hebart2023things/exp1.csv,manatee,3570,0.0007597102460865346
hebart2023things/exp1.csv,hedgehog,3561,0.0007577950101720308
hebart2023things/exp1.csv,guinea pig,3561,0.0007577950101720308
hebart2023things/exp1.csv,bear,3546,0.0007546029503145243
hebart2023things/exp1.csv,chinchilla,3543,0.000753964538343023
hebart2023things/exp1.csv,beetle,3537,0.0007526877144000204
hebart2023things/exp1.csv,bull,3535,0.0007522621064190196
hebart2023things/exp1.csv,elephant,3533,0.0007518364984380187
hebart2023things/exp1.csv,hamster,3531,0.0007514108904570179
hebart2023things/exp1.csv,mullet,3523,0.0007497084585330144
hebart2023things/exp1.csv,weasel,3521,0.0007492828505520136
hebart2023things/exp1.csv,worm,3518,0.0007486444385805122
hebart2023things/exp1.csv,warthog,3517,0.0007484316345900119
hebart2023things/exp1.csv,shark,3514,0.0007477932226185105
hebart2023things/exp1.csv,scorpion,3510,0.0007469420066565088
hebart2023things/exp1.csv,toad,3509,0.0007467292026660084
hebart2023things/exp1.csv,puppy,3508,0.000746516398675508
hebart2023things/exp1.csv,beaver,3505,0.0007458779867040066
hebart2023things/exp1.csv,snake,3504,0.0007456651827135063
hebart2023things/exp1.csv,moose,3503,0.0007454523787230058
hebart2023things/exp1.csv,catfish,3495,0.0007437499467990024
hebart2023things/exp1.csv,kangaroo,3494,0.000743537142808502
hebart2023things/exp1.csv,tarantula,3490,0.0007426859268465002
hebart2023things/exp1.csv,polar bear,3485,0.0007416219068939981
hebart2023things/exp1.csv,grasshopper,3483,0.0007411962989129972
hebart2023things/exp1.csv,bug,3480,0.0007405578869414959
hebart2023things/exp1.csv,penguin,3479,0.0007403450829509955
hebart2023things/exp1.csv,koala,3473,0.000739068259007993
hebart2023things/exp1.csv,owl,3471,0.000738642651026992
hebart2023things/exp1.csv,dog,3470,0.0007384298470364916
hebart2023things/exp1.csv,chipmunk,3466,0.0007375786310744899
hebart2023things/exp1.csv,duckling,3464,0.0007371530230934891
hebart2023things/exp1.csv,pony,3462,0.0007367274151124882
hebart2023things/exp1.csv,gopher,3451,0.0007343865712169835
hebart2023things/exp1.csv,anteater,3450,0.000734173767226483
hebart2023things/exp1.csv,tongue,3449,0.0007339609632359826
hebart2023things/exp1.csv,rattlesnake,3447,0.0007335353552549818
hebart2023things/exp1.csv,pug,3443,0.00073268413929298
hebart2023things/exp1.csv,alligator,3427,0.0007292792754449731
hebart2023things/exp1.csv,face,3416,0.0007269384315494685
hebart2023things/exp1.csv,chin,3416,0.0007269384315494685
hebart2023things/exp1.csv,donkey,3413,0.0007263000195779671
hebart2023things/exp1.csv,lizard,3406,0.0007248103916444641
hebart2023things/exp1.csv,platypus,3406,0.0007248103916444641
hebart2023things/exp1.csv,maggot,3403,0.0007241719796729628
hebart2023things/exp1.csv,poodle,3394,0.0007222567437584589
hebart2023things/exp1.csv,antelope,3390,0.0007214055277964572
hebart2023things/exp1.csv,potpie,3390,0.0007214055277964572
hebart2023things/exp1.csv,boy,3389,0.0007211927238059569
hebart2023things/exp1.csv,frog,3383,0.0007199158998629542
hebart2023things/exp1.csv,rabbit,3378,0.0007188518799104521
hebart2023things/exp1.csv,baby,3374,0.0007180006639484504
hebart2023things/exp1.csv,puffin,3372,0.0007175750559674495
hebart2023things/exp1.csv,gazelle,3372,0.0007175750559674495
hebart2023things/exp1.csv,turkey,3369,0.0007169366439959482
hebart2023things/exp1.csv,cobra,3367,0.0007165110360149474
hebart2023things/exp1.csv,cloud,3366,0.0007162982320244469
hebart2023things/exp1.csv,porcupine,3365,0.0007160854280339465
hebart2023things/exp1.csv,chick,3356,0.0007141701921194426
hebart2023things/exp1.csv,pigeon,3356,0.0007141701921194426
hebart2023things/exp1.csv,llama,3354,0.0007137445841384418
hebart2023things/exp1.csv,dolphin,3348,0.0007124677601954392
hebart2023things/exp1.csv,earwig,3344,0.0007116165442334375
hebart2023things/exp1.csv,zebra,3338,0.0007103397202904349
hebart2023things/exp1.csv,sticker,3334,0.0007094885043284332
hebart2023things/exp1.csv,sloth,3334,0.0007094885043284332
hebart2023things/exp1.csv,lamb,3334,0.0007094885043284332
hebart2023things/exp1.csv,ashtray,3334,0.0007094885043284332
hebart2023things/exp1.csv,snow,3333,0.0007092757003379327
hebart2023things/exp1.csv,ostrich,3332,0.0007090628963474323
hebart2023things/exp1.csv,slug,3327,0.0007079988763949302
hebart2023things/exp1.csv,nose,3327,0.0007079988763949302
hebart2023things/exp1.csv,mosquito,3324,0.0007073604644234288
hebart2023things/exp1.csv,stingray,3322,0.000706934856442428
hebart2023things/exp1.csv,lightning bug,3318,0.0007060836404804263
hebart2023things/exp1.csv,cockatoo,3312,0.0007048068165374237
hebart2023things/exp1.csv,shoulder,3303,0.0007028915806229198
hebart2023things/exp1.csv,skin,3298,0.0007018275606704177
hebart2023things/exp1.csv,corn,3293,0.0007007635407179155
hebart2023things/exp1.csv,toucan,3292,0.0007005507367274152
hebart2023things/exp1.csv,wasp,3292,0.0007005507367274152
hebart2023things/exp1.csv,dip,3292,0.0007005507367274152
hebart2023things/exp1.csv,iguana,3289,0.0006999123247559138
hebart2023things/exp1.csv,yak,3286,0.0006992739127844125
hebart2023things/exp1.csv,reindeer,3284,0.0006988483048034116
hebart2023things/exp1.csv,tadpole,3279,0.0006977842848509095
hebart2023things/exp1.csv,vulture,3279,0.0006977842848509095
hebart2023things/exp1.csv,enchilada,3275,0.0006969330688889078
hebart2023things/exp1.csv,sewage,3273,0.000696507460907907
hebart2023things/exp1.csv,knee,3272,0.0006962946569174065
hebart2023things/exp1.csv,woman,3265,0.0006948050289839035
hebart2023things/exp1.csv,goose,3257,0.0006931025970599
hebart2023things/exp1.csv,seahorse,3255,0.0006926769890788992
hebart2023things/exp1.csv,french fries,3253,0.0006922513810978983
hebart2023things/exp1.csv,ram,3245,0.0006905489491738949
hebart2023things/exp1.csv,groundhog,3242,0.0006899105372023936
hebart2023things/exp1.csv,horse,3239,0.0006892721252308923
hebart2023things/exp1.csv,duck,3237,0.0006888465172498915
hebart2023things/exp1.csv,eagle,3236,0.000688633713259391
hebart2023things/exp1.csv,stir fry,3236,0.000688633713259391
hebart2023things/exp1.csv,stomach,3234,0.0006882081052783902
hebart2023things/exp1.csv,pig,3234,0.0006882081052783902
hebart2023things/exp1.csv,seagull,3234,0.0006882081052783902
hebart2023things/exp1.csv,spider,3232,0.0006877824972973893
hebart2023things/exp1.csv,casserole,3231,0.0006875696933068889
hebart2023things/exp1.csv,octopus,3229,0.0006871440853258881
hebart2023things/exp1.csv,poster,3227,0.0006867184773448871
hebart2023things/exp1.csv,parrot,3221,0.0006854416534018846
hebart2023things/exp1.csv,wax,3221,0.0006854416534018846
hebart2023things/exp1.csv,cigarette,3219,0.0006850160454208837
hebart2023things/exp1.csv,garbage,3217,0.0006845904374398828
hebart2023things/exp1.csv,hamburger,3216,0.0006843776334493825
hebart2023things/exp1.csv,candy bar,3215,0.000684164829458882
hebart2023things/exp1.csv,money,3212,0.0006835264174873808
hebart2023things/exp1.csv,deer,3211,0.0006833136134968803
hebart2023things/exp1.csv,giraffe,3211,0.0006833136134968803
hebart2023things/exp1.csv,fly,3210,0.0006831008095063799
hebart2023things/exp1.csv,piglet,3210,0.0006831008095063799
hebart2023things/exp1.csv,praying mantis,3205,0.0006820367895538777
hebart2023things/exp1.csv,crow,3204,0.0006818239855633772
hebart2023things/exp1.csv,dalmatian,3202,0.0006813983775823764
hebart2023things/exp1.csv,eel,3201,0.000681185573591876
hebart2023things/exp1.csv,dragonfly,3198,0.0006805471616203747
hebart2023things/exp1.csv,spaghetti,3197,0.0006803343576298743
hebart2023things/exp1.csv,brownie,3195,0.0006799087496488734
hebart2023things/exp1.csv,fast food,3191,0.0006790575336868717
hebart2023things/exp1.csv,ticktacktoe,3190,0.0006788447296963713
hebart2023things/exp1.csv,neck,3187,0.00067820631772487
hebart2023things/exp1.csv,alpaca,3186,0.0006779935137343695
hebart2023things/exp1.csv,cheeseburger,3185,0.0006777807097438692
hebart2023things/exp1.csv,cardinal,3180,0.000676716689791367
hebart2023things/exp1.csv,cigarette butt,3179,0.0006765038858008665
hebart2023things/exp1.csv,camel,3179,0.0006765038858008665
hebart2023things/exp1.csv,wrist,3179,0.0006765038858008665
hebart2023things/exp1.csv,gyro,3173,0.0006752270618578639
hebart2023things/exp1.csv,goldfish,3166,0.000673737433924361
hebart2023things/exp1.csv,pelican,3166,0.000673737433924361
hebart2023things/exp1.csv,rooster,3162,0.0006728862179623592
hebart2023things/exp1.csv,flamethrower,3161,0.0006726734139718588
hebart2023things/exp1.csv,hawk,3160,0.0006724606099813583
hebart2023things/exp1.csv,lingerie,3156,0.0006716093940193566
hebart2023things/exp1.csv,jalapeno,3154,0.0006711837860383558
hebart2023things/exp1.csv,girl,3153,0.0006709709820478554
hebart2023things/exp1.csv,fish,3153,0.0006709709820478554
hebart2023things/exp1.csv,crayfish,3150,0.0006703325700763541
hebart2023things/exp1.csv,dynamite,3148,0.0006699069620953532
hebart2023things/exp1.csv,scrambled egg,3141,0.0006684173341618502
hebart2023things/exp1.csv,denture,3141,0.0006684173341618502
hebart2023things/exp1.csv,curry,3139,0.0006679917261808493
hebart2023things/exp1.csv,jellyfish,3136,0.0006673533142093481
hebart2023things/exp1.csv,ravioli,3134,0.0006669277062283472
hebart2023things/exp1.csv,thumb,3129,0.000665863686275845
hebart2023things/exp1.csv,turtle,3125,0.0006650124703138433
hebart2023things/exp1.csv,pizza,3124,0.0006647996663233428
hebart2023things/exp1.csv,cordon bleu,3121,0.0006641612543518416
hebart2023things/exp1.csv,sonogram,3120,0.0006639484503613411
hebart2023things/exp1.csv,mouth,3112,0.0006622460184373377
hebart2023things/exp1.csv,quiche,3110,0.0006618204104563369
hebart2023things/exp1.csv,stew,3110,0.0006618204104563369
hebart2023things/exp1.csv,macaroni,3109,0.0006616076064658365
hebart2023things/exp1.csv,leg,3108,0.000661394802475336
hebart2023things/exp1.csv,beard,3107,0.0006611819984848356
hebart2023things/exp1.csv,board game,3107,0.0006611819984848356
hebart2023things/exp1.csv,blowfish,3106,0.0006609691944943352
hebart2023things/exp1.csv,grits,3105,0.0006607563905038348
hebart2023things/exp1.csv,flamingo,3104,0.0006605435865133343
hebart2023things/exp1.csv,burrito,3098,0.0006592667625703317
hebart2023things/exp1.csv,skeleton,3097,0.0006590539585798313
hebart2023things/exp1.csv,rag,3097,0.0006590539585798313
hebart2023things/exp1.csv,panties,3096,0.0006588411545893309
hebart2023things/exp1.csv,ankle,3095,0.0006586283505988304
hebart2023things/exp1.csv,sheep,3092,0.0006579899386273292
hebart2023things/exp1.csv,ear,3092,0.0006579899386273292
hebart2023things/exp1.csv,noodle,3090,0.0006575643306463283
hebart2023things/exp1.csv,jelly bean,3090,0.0006575643306463283
hebart2023things/exp1.csv,rocket,3087,0.000656925918674827
hebart2023things/exp1.csv,bikini,3087,0.000656925918674827
hebart2023things/exp1.csv,calzone,3080,0.0006554362907413239
hebart2023things/exp1.csv,mud,3080,0.0006554362907413239
hebart2023things/exp1.csv,pheasant,3077,0.0006547978787698227
hebart2023things/exp1.csv,strawberry,3076,0.0006545850747793222
hebart2023things/exp1.csv,lasagna,3075,0.0006543722707888219
hebart2023things/exp1.csv,swan,3075,0.0006543722707888219
hebart2023things/exp1.csv,cheesecake,3074,0.0006541594667983214
hebart2023things/exp1.csv,leech,3074,0.0006541594667983214
hebart2023things/exp1.csv,swordfish,3074,0.0006541594667983214
hebart2023things/exp1.csv,granola,3072,0.0006537338588173205
hebart2023things/exp1.csv,comic book,3071,0.0006535210548268201
hebart2023things/exp1.csv,oatmeal,3070,0.0006533082508363197
hebart2023things/exp1.csv,roll,3065,0.0006522442308838176
hebart2023things/exp1.csv,banana peel,3062,0.0006516058189123162
hebart2023things/exp1.csv,meatloaf,3061,0.0006513930149218158
hebart2023things/exp1.csv,baklava,3061,0.0006513930149218158
hebart2023things/exp1.csv,toe,3056,0.0006503289949693137
hebart2023things/exp1.csv,tree,3051,0.0006492649750168115
hebart2023things/exp1.csv,bell pepper,3050,0.0006490521710263111
hebart2023things/exp1.csv,crab,3049,0.0006488393670358106
hebart2023things/exp1.csv,spinach,3046,0.0006482009550643094
hebart2023things/exp1.csv,finger,3046,0.0006482009550643094
hebart2023things/exp1.csv,mint,3043,0.0006475625430928081
hebart2023things/exp1.csv,torso,3041,0.0006471369351118072
hebart2023things/exp1.csv,cornbread,3041,0.0006471369351118072
hebart2023things/exp1.csv,rust,3041,0.0006471369351118072
hebart2023things/exp1.csv,caterpillar,3040,0.0006469241311213067
hebart2023things/exp1.csv,sauerkraut,3038,0.0006464985231403059
hebart2023things/exp1.csv,lettuce,3037,0.0006462857191498055
hebart2023things/exp1.csv,moss,3036,0.000646072915159305
hebart2023things/exp1.csv,gumball,3035,0.0006458601111688047
hebart2023things/exp1.csv,crumb,3034,0.0006456473071783042
hebart2023things/exp1.csv,odometer,3030,0.0006447960912163025
hebart2023things/exp1.csv,paper,3024,0.0006435192672732999
hebart2023things/exp1.csv,tostada,3020,0.0006426680513112982
hebart2023things/exp1.csv,kiwi,3019,0.0006424552473207977
hebart2023things/exp1.csv,computer screen,3019,0.0006424552473207977
hebart2023things/exp1.csv,patty,3019,0.0006424552473207977
hebart2023things/exp1.csv,dough,3017,0.0006420296393397969
hebart2023things/exp1.csv,police car,3017,0.0006420296393397969
hebart2023things/exp1.csv,sand,3017,0.0006420296393397969
hebart2023things/exp1.csv,marijuana,3016,0.0006418168353492965
hebart2023things/exp1.csv,gumdrop,3015,0.000641604031358796
hebart2023things/exp1.csv,green beans,3014,0.0006413912273682956
hebart2023things/exp1.csv,diskette,3009,0.0006403272074157934
hebart2023things/exp1.csv,spam,3007,0.0006399015994347926
hebart2023things/exp1.csv,meatball,3003,0.0006390503834727909
hebart2023things/exp1.csv,cow,3002,0.0006388375794822904
hebart2023things/exp1.csv,missile,3002,0.0006388375794822904
hebart2023things/exp1.csv,parsley,3001,0.00063862477549179
hebart2023things/exp1.csv,crouton,3000,0.0006384119715012895
hebart2023things/exp1.csv,dumpling,3000,0.0006384119715012895
hebart2023things/exp1.csv,pickle,2997,0.0006377735595297883
hebart2023things/exp1.csv,hip,2994,0.000637135147558287
hebart2023things/exp1.csv,calculator,2992,0.0006367095395772861
hebart2023things/exp1.csv,pantyhose,2990,0.0006362839315962853
hebart2023things/exp1.csv,stuffing,2990,0.0006362839315962853
hebart2023things/exp1.csv,hopscotch,2990,0.0006362839315962853
hebart2023things/exp1.csv,olive,2989,0.0006360711276057849
hebart2023things/exp1.csv,taxi,2989,0.0006360711276057849
hebart2023things/exp1.csv,granite,2988,0.0006358583236152844
hebart2023things/exp1.csv,bulletin board,2988,0.0006358583236152844
hebart2023things/exp1.csv,coleslaw,2988,0.0006358583236152844
hebart2023things/exp1.csv,orange,2988,0.0006358583236152844
hebart2023things/exp1.csv,scallop,2987,0.000635645519624784
hebart2023things/exp1.csv,clover,2986,0.0006354327156342836
hebart2023things/exp1.csv,peanut butter,2986,0.0006354327156342836
hebart2023things/exp1.csv,pita,2986,0.0006354327156342836
hebart2023things/exp1.csv,moth,2985,0.0006352199116437832
hebart2023things/exp1.csv,diaper,2981,0.0006343686956817815
hebart2023things/exp1.csv,ladybug,2980,0.000634155891691281
hebart2023things/exp1.csv,costume,2980,0.000634155891691281
hebart2023things/exp1.csv,hail,2978,0.0006337302837102801
hebart2023things/exp1.csv,nacho,2976,0.0006333046757292793
hebart2023things/exp1.csv,pasta,2976,0.0006333046757292793
hebart2023things/exp1.csv,mashed potato,2974,0.0006328790677482784
hebart2023things/exp1.csv,whiteboard,2973,0.000632666263757778
hebart2023things/exp1.csv,slime,2972,0.0006324534597672776
hebart2023things/exp1.csv,broccoli,2971,0.0006322406557767771
hebart2023things/exp1.csv,vial,2971,0.0006322406557767771
hebart2023things/exp1.csv,scone,2970,0.0006320278517862767
hebart2023things/exp1.csv,meat,2970,0.0006320278517862767
hebart2023things/exp1.csv,bird,2969,0.0006318150477957762
hebart2023things/exp1.csv,pill,2969,0.0006318150477957762
hebart2023things/exp1.csv,dogfood,2969,0.0006318150477957762
hebart2023things/exp1.csv,snack,2964,0.0006307510278432742
hebart2023things/exp1.csv,spring roll,2961,0.0006301126158717728
hebart2023things/exp1.csv,lime,2959,0.000629687007890772
hebart2023things/exp1.csv,bok choy,2958,0.0006294742039002715
hebart2023things/exp1.csv,butterfly,2956,0.0006290485959192706
hebart2023things/exp1.csv,plant,2950,0.0006277717719762681
hebart2023things/exp1.csv,banner,2950,0.0006277717719762681
hebart2023things/exp1.csv,ready meal,2949,0.0006275589679857677
hebart2023things/exp1.csv,ketchup,2948,0.0006273461639952672
hebart2023things/exp1.csv,quesadilla,2947,0.0006271333600047668
hebart2023things/exp1.csv,stockings,2945,0.000626707752023766
hebart2023things/exp1.csv,breadstick,2944,0.0006264949480332655
hebart2023things/exp1.csv,confetti,2943,0.000626282144042765
hebart2023things/exp1.csv,snowball,2941,0.0006258565360617643
hebart2023things/exp1.csv,tiramisu,2940,0.0006256437320712638
hebart2023things/exp1.csv,pancake,2940,0.0006256437320712638
hebart2023things/exp1.csv,tomato sauce,2937,0.0006250053200997625
hebart2023things/exp1.csv,leotard,2937,0.0006250053200997625
hebart2023things/exp1.csv,dishwashing liquid,2937,0.0006250053200997625
hebart2023things/exp1.csv,wrap,2936,0.0006247925161092621
hebart2023things/exp1.csv,cream cheese,2935,0.0006245797121187616
hebart2023things/exp1.csv,rice,2932,0.0006239413001472604
hebart2023things/exp1.csv,cherry,2931,0.0006237284961567599
hebart2023things/exp1.csv,taco,2930,0.0006235156921662595
hebart2023things/exp1.csv,humvee,2929,0.0006233028881757591
hebart2023things/exp1.csv,cilantro,2928,0.0006230900841852587
hebart2023things/exp1.csv,hash,2927,0.0006228772801947582
hebart2023things/exp1.csv,raisin,2926,0.0006226644762042578
hebart2023things/exp1.csv,firetruck,2924,0.000622238868223257
hebart2023things/exp1.csv,hotdog,2924,0.000622238868223257
hebart2023things/exp1.csv,croissant,2922,0.000621813260242256
hebart2023things/exp1.csv,barcode,2921,0.0006216004562517556
hebart2023things/exp1.csv,omelet,2921,0.0006216004562517556
hebart2023things/exp1.csv,hair,2921,0.0006216004562517556
hebart2023things/exp1.csv,pepperoni,2919,0.0006211748482707548
hebart2023things/exp1.csv,cake mix,2918,0.0006209620442802543
hebart2023things/exp1.csv,waffle,2916,0.0006205364362992534
hebart2023things/exp1.csv,banana split,2914,0.0006201108283182526
hebart2023things/exp1.csv,truck,2913,0.0006198980243277522
hebart2023things/exp1.csv,motherboard,2912,0.0006196852203372517
hebart2023things/exp1.csv,popcorn,2912,0.0006196852203372517
hebart2023things/exp1.csv,road sign,2911,0.0006194724163467514
hebart2023things/exp1.csv,playing card,2911,0.0006194724163467514
hebart2023things/exp1.csv,basil,2911,0.0006194724163467514
hebart2023things/exp1.csv,banana,2911,0.0006194724163467514
hebart2023things/exp1.csv,skull,2910,0.0006192596123562509
hebart2023things/exp1.csv,crepe,2909,0.0006190468083657505
hebart2023things/exp1.csv,boxer shorts,2908,0.00061883400437525
hebart2023things/exp1.csv,fern,2907,0.0006186212003847496
hebart2023things/exp1.csv,bee,2907,0.0006186212003847496
hebart2023things/exp1.csv,gun,2906,0.0006184083963942492
hebart2023things/exp1.csv,watermelon,2906,0.0006184083963942492
